Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,15072,2022-02-24,-0.338218054,-0.303285786,-0.280345125,21,100
Market-Adjusted Model,15073,2022-02-24,-0.005697392,0.0510020564,0.0521755362,21,100
Market-Adjusted Model,15075,2022-02-24,-0.08364486,-0.002310692,-0.025771931,21,100
Market-Adjusted Model,15076,2022-02-24,0.1275211451,0.183493479,0.1853940736,21,100
Market-Adjusted Model,15081,2022-02-24,-0.020488398,0.0361452306,0.0373845302,21,100
Market-Adjusted Model,15084,2022-02-24,-0.039584619,0.0328404959,0.01828831,21,100
Market-Adjusted Model,15087,2022-02-24,-0.139285714,-0.065642002,-0.081412786,21,100
Market-Adjusted Model,15089,2022-02-24,-0.000333111,0.0741861715,0.0575398173,21,100
Market-Adjusted Model,15092,2022-02-24,-0.166850829,-0.103099411,-0.1089779,21,100
Market-Adjusted Model,15098,2022-02-24,-0.049985718,0.0139375796,0.0078872102,21,100
Market-Adjusted Model,15100,2022-02-24,-0.042394549,0.0138937769,0.0154783795,21,100
Market-Adjusted Model,15101,2022-02-24,-0.111848553,-0.056338335,-0.053975624,21,100
Market-Adjusted Model,15102,2022-02-24,-0.075615616,-0.019314367,-0.017742687,21,100
Market-Adjusted Model,15104,2022-02-24,0.0060383353,0.0630675649,0.0639112639,21,100
Market-Adjusted Model,15108,2022-02-24,-0.434053856,-0.452915324,-0.376180927,21,100
Market-Adjusted Model,15109,2022-02-24,-0.061879743,-0.005522704,-0.004006815,21,100
Market-Adjusted Model,15111,2022-02-24,-0.015231788,0.0434316146,0.0426411404,21,100
Market-Adjusted Model,15113,2022-02-24,0.0142907551,0.0744083253,0.0721636836,21,100
Market-Adjusted Model,15118,2022-02-24,-0.12856747,-0.077030367,-0.070694542,21,100
Market-Adjusted Model,15119,2022-02-24,-0.146437095,-0.084215489,-0.088564167,21,100
Market-Adjusted Model,15121,2022-02-24,-0.048399054,0.0172293341,0.009473875,21,100
Market-Adjusted Model,15124,2022-02-24,-0.047052995,0.0121082828,0.0108199331,21,100
Market-Adjusted Model,15125,2022-02-24,0.1985815603,0.2757407958,0.2564544888,21,100
Market-Adjusted Model,15127,2022-02-24,-0.121827411,-0.059695729,-0.063954483,21,100
Market-Adjusted Model,15129,2022-02-24,-0.161702128,-0.110438909,-0.103829199,21,100
Market-Adjusted Model,15132,2022-02-24,-0.245014245,-0.101874111,-0.187141316,21,100
Market-Adjusted Model,15133,2022-02-24,-0.255091474,-0.210779057,-0.197218545,21,100
Market-Adjusted Model,15135,2022-02-24,-0.224489796,-0.176174678,-0.166616867,21,100
Market-Adjusted Model,15136,2022-02-24,-0.060294118,-0.002085909,-0.002421189,21,100
Market-Adjusted Model,15139,2022-02-24,0.1369766743,0.191846044,0.1948496028,21,100
Market-Adjusted Model,15142,2022-02-24,0.0419026048,0.1027491701,0.0997755333,21,100
Market-Adjusted Model,15144,2022-02-24,0.0201257862,0.0812156589,0.0779987147,21,100
Market-Adjusted Model,15145,2022-02-24,-0.026217228,0.0363675849,0.0316557001,21,100
Market-Adjusted Model,15156,2022-02-24,0.0133385641,0.0704705277,0.0712114927,21,100
Market-Adjusted Model,15160,2022-02-24,-0.999996714,-3.099607983,-0.955505547,17,100
Market-Adjusted Model,15161,2022-02-24,-0.089280794,-0.03266759,-0.031407865,21,100
Market-Adjusted Model,15162,2022-02-24,-0.077189247,-0.020587147,-0.019316318,21,100
Market-Adjusted Model,15163,2022-02-24,-0.079504388,-0.024533635,-0.02163146,21,100
Market-Adjusted Model,15167,2022-02-24,-0.073214782,-0.000686674,-0.015341853,21,100
Market-Adjusted Model,15168,2022-02-24,-0.03872679,0.0275643723,0.0191461381,21,100
Market-Adjusted Model,15169,2022-02-24,0.2014690451,0.2482774353,0.2593419736,21,100
Market-Adjusted Model,15170,2022-02-24,0.029565805,0.0920100549,0.0874387336,21,100
Market-Adjusted Model,15171,2022-02-24,-0.169718082,-0.125140487,-0.111845153,21,100
Market-Adjusted Model,15172,2022-02-24,-0.126524922,-0.0099309,-0.068651993,21,100
Market-Adjusted Model,15177,2022-02-24,0.0222858311,0.1356210771,0.0801587596,21,100
Market-Adjusted Model,15178,2022-02-24,-0.055611069,0.0028525131,0.0022618596,21,100
Market-Adjusted Model,15184,2022-02-24,0.1317829457,0.2137888615,0.1896558743,21,100
Market-Adjusted Model,15186,2022-02-24,0.0190174326,0.1051286328,0.0768903612,21,100
Market-Adjusted Model,15187,2022-02-24,-0.649597969,-0.632327111,-0.59172504,21,100
Market-Adjusted Model,15194,2022-02-24,0.0658567867,0.1217421448,0.1237297152,21,100
Market-Adjusted Model,15195,2022-02-24,0.00096,0.0597232973,0.0588329285,21,100
Market-Adjusted Model,15196,2022-02-24,-0.092283214,-0.036118227,-0.034410285,21,100
Market-Adjusted Model,15198,2022-02-24,-0.233301976,-0.162626596,-0.175429047,21,100
Market-Adjusted Model,15199,2022-02-24,-0.067204301,-0.010818943,-0.009331373,21,100
Market-Adjusted Model,15200,2022-02-24,-0.075619886,-0.020067049,-0.017746957,21,100
Market-Adjusted Model,15201,2022-02-24,-0.035989993,0.02186863,0.0218829357,21,100
Market-Adjusted Model,15202,2022-02-24,-0.053032601,0.0074749978,0.0048403274,21,100
Market-Adjusted Model,15203,2022-02-24,0.3578947368,0.3836416736,0.4157676654,21,100
Market-Adjusted Model,15204,2022-02-24,-0.016720528,0.0416900255,0.0411524002,21,100
Market-Adjusted Model,15205,2022-02-24,-0.003489922,0.0548056582,0.054383006,21,100
Market-Adjusted Model,15213,2022-02-24,-0.015481644,0.041254433,0.042391285,21,100
Market-Adjusted Model,15215,2022-02-24,-0.06360424,0.0026677537,-0.005731312,21,100
Market-Adjusted Model,15216,2022-02-24,0.0366320394,0.0999196543,0.0945049679,21,100
Market-Adjusted Model,15218,2022-02-24,-0.166666667,-0.106643191,-0.108793738,21,100
Market-Adjusted Model,15219,2022-02-24,0.1968218847,0.2558329336,0.2546948133,21,100
Market-Adjusted Model,15221,2022-02-24,-0.047482838,0.0294664387,0.010390091,21,100
Market-Adjusted Model,15222,2022-02-24,-0.141717791,-0.073077852,-0.083844863,21,100
Market-Adjusted Model,15226,2022-02-24,0.0174849876,0.077918091,0.0753579162,21,100
Market-Adjusted Model,15231,2022-02-24,0.1564545693,0.2080995694,0.2143274978,21,100
Market-Adjusted Model,15234,2022-02-24,-0.088801382,-0.035055946,-0.030928453,21,100
Market-Adjusted Model,15235,2022-02-24,-0.034354816,0.0221683868,0.0235181127,21,100
Market-Adjusted Model,15236,2022-02-24,-0.018702039,0.0381328419,0.0391708896,21,100
Market-Adjusted Model,15243,2022-02-24,-0.144212049,-0.09527396,-0.08633912,21,100
Market-Adjusted Model,15244,2022-02-24,-0.054875061,0.0010773158,0.0029978673,21,100
Market-Adjusted Model,15247,2022-02-24,-0.047087047,0.0093516457,0.0107858813,21,100
Market-Adjusted Model,15248,2022-02-24,-0.023733159,0.0329389477,0.0341397691,21,100
Market-Adjusted Model,15249,2022-02-24,-0.059582414,-0.000431428,-0.001709485,21,100
Market-Adjusted Model,15252,2022-02-24,-0.00568592,0.0510063845,0.0521870082,21,100
Market-Adjusted Model,15254,2022-02-24,6.1629912121,2.6724040456,6.2208641406,21,100
Market-Adjusted Model,15255,2022-02-24,-0.000912222,0.0557895448,0.0569607063,21,100
Market-Adjusted Model,15256,2022-02-24,-0.016178184,0.0404696419,0.0416947446,21,100
Market-Adjusted Model,15257,2022-02-24,-0.013343267,0.0433156967,0.0445296615,21,100
Market-Adjusted Model,15260,2022-02-24,-0.015067341,0.0438054635,0.0428055876,21,100
Market-Adjusted Model,15264,2022-02-24,-0.152310325,-0.087230168,-0.094437397,21,100
Market-Adjusted Model,15265,2022-02-24,-0.083078486,-0.025514477,-0.025205557,21,100
Market-Adjusted Model,15267,2022-02-24,-0.098849199,-0.043321792,-0.04097627,21,100
Market-Adjusted Model,15268,2022-02-24,-0.378302329,-0.317734703,-0.320429401,21,100
Market-Adjusted Model,15269,2022-02-24,-0.248658318,-0.195526888,-0.19078539,21,100
Market-Adjusted Model,15271,2022-02-24,0.0426313855,0.1612060444,0.100504314,21,100
Market-Adjusted Model,15272,2022-02-24,0.2670580194,0.3292051894,0.3249309479,21,100
Market-Adjusted Model,15273,2022-02-24,0.7551020408,0.749902975,0.8129749693,21,100
Market-Adjusted Model,15275,2022-02-24,-0.006682665,0.0509635178,0.0511902638,21,100
Market-Adjusted Model,15277,2022-02-24,-0.358178054,-0.340033841,-0.300305125,21,100
Market-Adjusted Model,15278,2022-02-24,0.1492580739,0.2238584451,0.2071310024,21,100
Market-Adjusted Model,15279,2022-02-24,0.1386306002,0.1989811124,0.1965035287,21,100
Market-Adjusted Model,15282,2022-02-24,-0.003831418,0.0615459857,0.0540415109,21,100
Market-Adjusted Model,15284,2022-02-24,-0.291516582,-0.271376054,-0.233643653,21,100
Market-Adjusted Model,15285,2022-02-24,0.1446540881,0.2011284496,0.2025270166,21,100
Market-Adjusted Model,15286,2022-02-24,-0.092130751,-0.024434038,-0.034257822,21,100
Market-Adjusted Model,15287,2022-02-24,-0.087635054,-0.000142639,-0.029762126,21,100
Market-Adjusted Model,15291,2022-02-24,-0.030092756,0.060304886,0.027780172,21,100
Market-Adjusted Model,15293,2022-02-24,0.7935779817,0.6858395203,0.8514509102,21,100
Market-Adjusted Model,15294,2022-02-24,-0.172519084,-0.119534474,-0.114646155,21,100
Market-Adjusted Model,15295,2022-02-24,-0.183020948,-0.122465442,-0.12514802,21,100
Market-Adjusted Model,15297,2022-02-24,-0.147586207,-0.06030355,-0.089713278,21,100
Market-Adjusted Model,15299,2022-02-24,-0.021250881,0.0376744228,0.0366220476,21,100
Market-Adjusted Model,15302,2022-02-24,-0.015084486,0.0444886531,0.0427884427,21,100
Market-Adjusted Model,15303,2022-02-24,-0.077994429,-0.010171618,-0.0201215,21,100
Market-Adjusted Model,15304,2022-02-24,-0.177631579,-0.056531679,-0.11975865,21,100
Market-Adjusted Model,15305,2022-02-24,-0.10755814,-0.048821162,-0.049685211,21,100
Market-Adjusted Model,15306,2022-02-24,-0.021359729,0.0396998845,0.0365131994,21,100
Market-Adjusted Model,15311,2022-02-24,-0.152920962,-0.101952475,-0.095048034,21,100
Market-Adjusted Model,15312,2022-02-24,-0.176078257,-0.119964245,-0.118205328,21,100
Market-Adjusted Model,15313,2022-02-24,0.0870669098,0.1506011522,0.1449398383,21,100
Market-Adjusted Model,15314,2022-02-24,-0.072588348,-0.017310405,-0.014715419,21,100
Market-Adjusted Model,15315,2022-02-24,0.0400371205,0.1062868744,0.097910049,21,100
Market-Adjusted Model,15316,2022-02-24,-0.051289209,0.0065559422,0.0065837199,21,100
Market-Adjusted Model,15318,2022-02-24,-0.102776434,-0.045050863,-0.044903506,21,100
Market-Adjusted Model,15319,2022-02-24,-0.071327684,-0.014914369,-0.013454755,21,100
Market-Adjusted Model,15320,2022-02-24,-0.03513146,0.0231569505,0.0227414689,21,100
Market-Adjusted Model,15321,2022-02-24,-0.010601295,0.0486141818,0.0472716334,21,100
Market-Adjusted Model,15322,2022-02-24,-0.055968714,0.0013840541,0.0019042146,21,100
Market-Adjusted Model,15323,2022-02-24,-0.021816419,0.0377052637,0.0360565096,21,100
Market-Adjusted Model,15327,2022-02-24,-0.187082405,-0.107836609,-0.129209477,21,100
Market-Adjusted Model,15328,2022-02-24,-0.020536222,0.0373350413,0.0373367061,21,100
Market-Adjusted Model,15329,2022-02-24,-0.045156591,0.012444328,0.0127163371,21,100
Market-Adjusted Model,15331,2022-02-24,-0.20389024,-0.141157561,-0.146017311,21,100
Market-Adjusted Model,15332,2022-02-24,0.1166578269,0.1719256512,0.1745307555,21,100
Market-Adjusted Model,15336,2022-02-24,-0.161235531,-0.113230593,-0.103362602,21,100
Market-Adjusted Model,15337,2022-02-24,-0.062526979,-0.003755291,-0.00465405,21,100
Market-Adjusted Model,15338,2022-02-24,0.0731823505,0.132656791,0.1310552791,21,100
Market-Adjusted Model,15340,2022-02-24,0.1209922805,0.1736041837,0.178865209,21,100
Market-Adjusted Model,15343,2022-02-24,-0.016073093,0.0441137561,0.041799836,21,100
Market-Adjusted Model,15345,2022-02-24,-0.321782178,-0.310178287,-0.26390925,21,100
Market-Adjusted Model,15346,2022-02-24,0.4127992634,0.4212551607,0.4706721919,21,100
Market-Adjusted Model,15347,2022-02-24,0.0644912641,0.1919218455,0.1223641927,21,100
Market-Adjusted Model,15348,2022-02-24,-0.195160442,-0.09293493,-0.137287513,21,100
Market-Adjusted Model,15351,2022-02-24,-0.163257983,-0.107221498,-0.105385055,21,100
Market-Adjusted Model,15358,2022-02-24,-0.369954442,-0.356056533,-0.312081513,21,100
Market-Adjusted Model,15361,2022-02-24,-0.378289474,-0.404272295,-0.320416545,21,100
Market-Adjusted Model,15364,2022-02-24,-0.094202899,-0.030267651,-0.03632997,21,100
Market-Adjusted Model,15365,2022-02-24,-0.391339214,-0.396206459,-0.333466286,21,100
Market-Adjusted Model,15371,2022-02-24,-0.020555556,0.0584356922,0.037317373,21,100
Market-Adjusted Model,15373,2022-02-24,-0.096084337,-0.040107735,-0.038211409,21,100
Market-Adjusted Model,15374,2022-02-24,-0.152610442,-0.083738334,-0.094737513,21,100
Market-Adjusted Model,15375,2022-02-24,-0.46745098,-0.536768886,-0.409578052,21,100
Market-Adjusted Model,15378,2022-02-24,-0.060606061,0.0018835999,-0.002733132,21,100
Market-Adjusted Model,15379,2022-02-24,-0.20304,-0.159567887,-0.145167071,21,100
Market-Adjusted Model,15380,2022-02-24,0.0640641711,0.1389351576,0.1219370996,21,100
Market-Adjusted Model,15381,2022-02-24,-0.057888889,0.0122745279,-0.00001596,21,100
Market-Adjusted Model,15382,2022-02-24,0.619218965,0.6142597405,0.6770918935,21,100
Market-Adjusted Model,15383,2022-02-24,-0.169871795,-0.117662538,-0.111998866,21,100
Market-Adjusted Model,15389,2022-02-24,0.0900774103,0.1480089314,0.1479503388,21,100
Market-Adjusted Model,15395,2022-02-24,-0.055116007,0.0029510502,0.0027569219,21,100
Market-Adjusted Model,15396,2022-02-24,0.0626631854,0.134038223,0.1205361139,21,100
Market-Adjusted Model,15397,2022-02-24,-0.084115723,-0.015588778,-0.026242794,21,100
Market-Adjusted Model,15398,2022-02-24,-0.244010065,-0.191922004,-0.186137136,21,100
Market-Adjusted Model,15399,2022-02-24,-0.374693305,-0.343194186,-0.316820377,21,100
Market-Adjusted Model,15400,2022-02-24,-0.13932805,-0.088077928,-0.081455121,21,100
Market-Adjusted Model,15407,2022-02-24,0.0521523179,0.1197102139,0.1100252464,21,100
Market-Adjusted Model,15408,2022-02-24,0.0858614768,0.1446668709,0.1437344053,21,100
Market-Adjusted Model,15409,2022-02-24,-0.07527634,-0.015243115,-0.017403411,21,100
Market-Adjusted Model,15410,2022-02-24,-0.029889054,0.0331484406,0.027983874,21,100
Market-Adjusted Model,15416,2022-02-24,0.1694630872,0.2456388806,0.2273360158,21,100
Market-Adjusted Model,15417,2022-02-24,-0.137358073,-0.079297986,-0.079485144,21,100
Market-Adjusted Model,15419,2022-02-24,-0.366762178,-0.327842009,-0.308889249,21,100
Market-Adjusted Model,15423,2022-02-24,-0.293251264,-0.266408085,-0.235378335,21,100
Market-Adjusted Model,15425,2022-02-24,-0.114114114,-0.051164817,-0.056241186,21,100
Market-Adjusted Model,15427,2022-02-24,-0.018987342,0.0403938548,0.0388855867,21,100
Market-Adjusted Model,15429,2022-02-24,0.8911143481,0.7743138926,0.9489872767,21,100
Market-Adjusted Model,15431,2022-02-24,0.0040431267,0.0860378265,0.0619160552,21,100
Market-Adjusted Model,15432,2022-02-24,0.0867823765,0.1903656711,0.144655305,21,100
Market-Adjusted Model,15433,2022-02-24,-0.141242938,-0.085562582,-0.083370009,21,100
Market-Adjusted Model,15436,2022-02-24,-0.19759014,-0.14844077,-0.139717211,21,100
Market-Adjusted Model,15440,2022-02-24,-0.147779942,-0.091378439,-0.089907014,21,100
Market-Adjusted Model,15443,2022-02-24,-0.093302135,-0.018702471,-0.035429207,21,100
Market-Adjusted Model,15444,2022-02-24,-0.062727999,0.016473849,0.016388667,19,100
Market-Adjusted Model,15445,2022-02-24,0.0786993294,0.1342667153,0.1365722579,21,100
Market-Adjusted Model,15452,2022-02-24,0.2539949537,0.3041322933,0.3118678823,21,100
Market-Adjusted Model,15453,2022-02-24,-0.034765831,0.0239346093,0.0231070979,21,100
Market-Adjusted Model,15454,2022-02-24,-0.031227695,0.0328163555,0.026645234,21,100
Market-Adjusted Model,15455,2022-02-24,0.0755939525,0.1325122131,0.133466881,21,100
Market-Adjusted Model,15456,2022-02-24,-0.302010391,-0.229698117,-0.244137462,21,100
Market-Adjusted Model,15457,2022-02-24,0.0632506005,0.1264542331,0.121123529,21,100
Market-Adjusted Model,15461,2022-02-24,-0.106122449,-0.051582567,-0.04824952,21,100
Market-Adjusted Model,15462,2022-02-24,-0.0777311,-0.021319471,-0.019858171,21,100
Market-Adjusted Model,15477,2022-02-24,-0.06914599,-0.012648349,-0.011273061,21,100
Market-Adjusted Model,15478,2022-02-24,-0.058898377,0.0047666346,-0.001025448,21,100
Market-Adjusted Model,15482,2022-02-24,0.0521677829,0.1183321363,0.1100407114,21,100
Market-Adjusted Model,15486,2022-02-24,-0.232786462,-0.184031132,-0.174913533,21,100
Market-Adjusted Model,15488,2022-02-24,-0.180525528,-0.129600078,-0.1226526,21,100
Market-Adjusted Model,15489,2022-02-24,-0.334420881,-0.31917585,-0.276547952,21,100
Market-Adjusted Model,15490,2022-02-24,-0.020027262,0.0452599024,0.0378456663,21,100
Market-Adjusted Model,15491,2022-02-24,-0.090909091,-0.026445035,-0.033036162,21,100
Market-Adjusted Model,15492,2022-02-24,-0.021338116,0.0361393037,0.0365348128,21,100
Market-Adjusted Model,15493,2022-02-24,0.2745098039,0.3593258308,0.3323827324,21,100
Market-Adjusted Model,15495,2022-02-24,-0.021244567,0.0367088255,0.0366283612,21,100
Market-Adjusted Model,15496,2022-02-24,0.0911237016,0.1612990791,0.1489966301,21,100
Market-Adjusted Model,15498,2022-02-24,0.024364848,0.0866838828,0.0822377765,21,100
Market-Adjusted Model,15503,2022-02-24,-0.021208413,0.0373499016,0.036664516,21,100
Market-Adjusted Model,15504,2022-02-24,-0.018064738,0.0403951842,0.0398081903,21,100
Market-Adjusted Model,15506,2022-02-24,-0.165731088,-0.112813133,-0.107858159,21,100
Market-Adjusted Model,15507,2022-02-24,-0.067880284,-0.001210281,-0.010007355,21,100
Market-Adjusted Model,15508,2022-02-24,-0.32,-0.306756889,-0.262127071,21,100
Market-Adjusted Model,15510,2022-02-24,-0.133206609,-0.064673449,-0.075333681,21,100
Market-Adjusted Model,15525,2022-02-24,0.1097804391,0.2015837239,0.1676533676,21,100
Market-Adjusted Model,15526,2022-02-24,0.0788022065,0.1369581608,0.136675135,21,100
Market-Adjusted Model,15527,2022-02-24,-0.087634506,-0.019356804,-0.029761578,21,100
Market-Adjusted Model,15530,2022-02-24,-0.084892585,-0.023718268,-0.027019656,21,100
Market-Adjusted Model,15533,2022-02-24,0.1312607945,0.2279836875,0.189133723,21,100
Market-Adjusted Model,15534,2022-02-24,-0.393019943,-0.343761988,-0.335147015,21,100
Market-Adjusted Model,15535,2022-02-24,-0.091891892,-0.031204869,-0.034018963,21,100
Market-Adjusted Model,15537,2022-02-24,0.1096296296,0.165247339,0.1675025581,21,100
Market-Adjusted Model,15539,2022-02-24,-0.092871131,-0.036012703,-0.034998203,21,100
Market-Adjusted Model,15540,2022-02-24,0.0136755158,0.0810917126,0.0715484443,21,100
Market-Adjusted Model,15541,2022-02-24,0.0810920945,0.1433279905,0.1389650231,21,100
Market-Adjusted Model,15542,2022-02-24,-0.255555556,-0.183671306,-0.197682627,21,100
Market-Adjusted Model,15543,2022-02-24,-0.182432432,-0.125121828,-0.124559504,21,100
Market-Adjusted Model,15546,2022-02-24,0.0206755374,0.1057961445,0.0785484659,21,100
Market-Adjusted Model,15556,2022-02-24,-0.109688515,-0.052135497,-0.051815587,21,100
Market-Adjusted Model,15562,2022-02-24,-0.083995893,-0.027886956,-0.026122965,21,100
Market-Adjusted Model,15563,2022-02-24,-0.051863955,0.0039706461,0.0060089733,21,100
Market-Adjusted Model,15564,2022-02-24,-0.070462935,-0.01480053,-0.012590006,21,100
Market-Adjusted Model,15566,2022-02-24,0.0041739182,0.0615750854,0.0620468467,21,100
Market-Adjusted Model,15571,2022-02-24,-0.062681894,-0.005618531,-0.004808965,21,100
Market-Adjusted Model,15572,2022-02-24,-0.075567074,-0.019910317,-0.017694145,21,100
Market-Adjusted Model,15574,2022-02-24,-0.046804953,0.0115174633,0.0110679751,21,100
Market-Adjusted Model,15577,2022-02-24,-0.322743504,-0.294118237,-0.264870576,21,100
Market-Adjusted Model,15578,2022-02-24,-0.11287478,-0.059388379,-0.055001851,21,100
Market-Adjusted Model,15579,2022-02-24,0.0006951283,0.0613356796,0.0585680568,21,100
Market-Adjusted Model,15580,2022-02-24,-0.088122605,-0.020843273,-0.030249677,21,100
Market-Adjusted Model,15582,2022-02-24,-0.125808348,-0.068822146,-0.06793542,21,100
Market-Adjusted Model,15583,2022-02-24,-0.016874031,0.0398679936,0.040998898,21,100
Market-Adjusted Model,15584,2022-02-24,0.2690677966,0.317070135,0.3269407251,21,100
Market-Adjusted Model,15585,2022-02-24,-0.138813438,-0.062259072,-0.08094051,21,100
Market-Adjusted Model,15590,2022-02-24,-0.029126214,0.0403569821,0.0287467149,21,100
Market-Adjusted Model,15593,2022-02-24,-0.021228523,0.035474159,0.036644406,21,100
Market-Adjusted Model,15597,2022-02-24,0.3003961348,0.3301265741,0.3582690633,21,100
Market-Adjusted Model,15602,2022-02-24,-0.18194339,-0.115159733,-0.102826724,19,100
Market-Adjusted Model,15605,2022-02-24,-0.071309864,-0.015640811,-0.013436935,21,100
Market-Adjusted Model,15610,2022-02-24,-0.064398542,-0.007672746,-0.006525613,21,100
Market-Adjusted Model,15613,2022-02-24,-0.246073298,-0.160180359,-0.18820037,21,100
Market-Adjusted Model,15615,2022-02-24,-0.210037714,-0.118191708,-0.152164785,21,100
Market-Adjusted Model,15618,2022-02-24,-0.023942459,0.0325669572,0.0339304696,21,100
Market-Adjusted Model,15623,2022-02-24,-0.098166119,-0.040775351,-0.04029319,21,100
Market-Adjusted Model,15626,2022-02-24,-0.034305317,0.0248554403,0.0235676112,21,100
Market-Adjusted Model,15627,2022-02-24,-0.109468723,-0.048969089,-0.051595795,21,100
Market-Adjusted Model,15629,2022-02-24,-0.01718957,0.0393948586,0.0406833583,21,100
Market-Adjusted Model,15631,2022-02-24,-0.184647887,-0.127011993,-0.126774959,21,100
Market-Adjusted Model,15634,2022-02-24,-0.066788263,-0.010193752,-0.008915334,21,100
Market-Adjusted Model,15635,2022-02-24,-0.08363837,-0.027756137,-0.025765442,21,100
Market-Adjusted Model,15636,2022-02-24,0.0606519763,0.1310231672,0.1185249048,21,100
Market-Adjusted Model,15638,2022-02-24,-0.015151515,0.0552252027,0.0427214134,21,100
Market-Adjusted Model,15639,2022-02-24,0.0354609929,0.1411910847,0.0933339214,21,100
Market-Adjusted Model,15642,2022-02-24,-0.264413519,-0.229404717,-0.20654059,21,100
Market-Adjusted Model,15643,2022-02-24,0.2713630679,0.3487425901,0.3292359965,21,100
Market-Adjusted Model,15645,2022-02-24,0.1663978161,0.2293619093,0.2242707446,21,100
Market-Adjusted Model,15646,2022-02-24,-0.264492754,-0.235397787,-0.206619825,21,100
Market-Adjusted Model,15647,2022-02-24,-0.000349447,0.0563892088,0.0575234818,21,100
Market-Adjusted Model,15649,2022-02-24,0.0023291021,0.0626646902,0.0602020306,21,100
Market-Adjusted Model,15650,2022-02-24,-0.097037728,-0.039260755,-0.039164799,21,100
Market-Adjusted Model,15651,2022-02-24,0.0728976829,0.1292985495,0.1307706114,21,100
Market-Adjusted Model,15653,2022-02-24,-0.017055988,0.0472427673,0.0408169404,21,100
Market-Adjusted Model,15654,2022-02-24,-0.014782609,0.0505986887,0.0430903198,21,100
Market-Adjusted Model,15655,2022-02-24,-0.059681756,-0.003682556,-0.001808827,21,100
Market-Adjusted Model,15656,2022-02-24,-0.100261727,-0.037807765,-0.042388799,21,100
Market-Adjusted Model,15657,2022-02-24,-0.056584591,0.0008960123,0.0012883376,21,100
Market-Adjusted Model,15658,2022-02-24,0.0863335783,0.1552592953,0.1442065068,21,100
Market-Adjusted Model,15662,2022-02-24,-0.127339534,-0.06389027,-0.069466605,21,100
Market-Adjusted Model,15663,2022-02-24,0.0365221079,0.0944233882,0.0943950364,21,100
Market-Adjusted Model,15664,2022-02-24,-0.132628311,-0.078743723,-0.074755382,21,100
Market-Adjusted Model,15666,2022-02-24,0.0515577689,0.1110482401,0.1094306974,21,100
Market-Adjusted Model,15673,2022-02-24,-0.08803126,-0.032086997,-0.030158332,21,100
Market-Adjusted Model,15674,2022-02-24,-0.128658891,-0.074970169,-0.070785963,21,100
Market-Adjusted Model,15677,2022-02-24,-0.103906674,-0.050412596,-0.046033745,21,100
Market-Adjusted Model,15678,2022-02-24,-0.057705211,-0.000131258,0.0001677172,21,100
Market-Adjusted Model,15680,2022-02-24,0.0443701226,0.1008759271,0.1022430511,21,100
Market-Adjusted Model,15681,2022-02-24,5.0486175E-6,0.0567102365,0.0578779771,21,100
Market-Adjusted Model,15685,2022-02-24,-0.016583062,0.0418009918,0.0412898669,21,100
Market-Adjusted Model,15686,2022-02-24,-0.05255707,0.0052453111,0.005315859,21,100
Market-Adjusted Model,15687,2022-02-24,-0.039312977,0.0196701743,0.0185599514,21,100
Market-Adjusted Model,15688,2022-02-24,-0.08651788,-0.028406687,-0.028644951,21,100
Market-Adjusted Model,15689,2022-02-24,-0.101966728,-0.046033999,-0.044093799,21,100
Market-Adjusted Model,15690,2022-02-24,-0.025582835,0.0323453202,0.0322900938,21,100
Market-Adjusted Model,15693,2022-02-24,-0.088843185,-0.030057593,-0.030970256,21,100
Market-Adjusted Model,15694,2022-02-24,-0.112688554,-0.050766305,-0.054815625,21,100
Market-Adjusted Model,15695,2022-02-24,-0.068052949,-0.010970668,-0.010180021,21,100
Market-Adjusted Model,15696,2022-02-24,-0.046477571,0.0108877514,0.0113953579,21,100
Market-Adjusted Model,15697,2022-02-24,-0.061303335,-0.003979702,-0.003430407,21,100
Market-Adjusted Model,15698,2022-02-24,-0.05242773,0.0051613458,0.0054451987,21,100
Market-Adjusted Model,15699,2022-02-24,-0.063147183,-0.005865172,-0.005274255,21,100
Market-Adjusted Model,15702,2022-02-24,-0.012849384,0.0510794731,0.0450235445,21,100
Market-Adjusted Model,15707,2022-02-24,-0.03625731,0.0286329215,0.0216156186,21,100
Market-Adjusted Model,15709,2022-02-24,-0.077455996,-0.03384554,-0.03484114,14,100
Market-Adjusted Model,15710,2022-02-24,0.0874125874,0.1433304375,0.1452855159,21,100
Market-Adjusted Model,15718,2022-02-24,-0.067471388,-0.01151781,-0.009598459,21,100
Market-Adjusted Model,15719,2022-02-24,0.0433940333,0.1009978266,0.1012669618,21,100
Market-Adjusted Model,15720,2022-02-24,0.0685732857,0.1253468957,0.1264462142,21,100
Market-Adjusted Model,15722,2022-02-24,-0.068975665,-0.012745573,-0.011102736,21,100
Market-Adjusted Model,15724,2022-02-24,0.0575065847,0.1383529246,0.1153795132,21,100
Market-Adjusted Model,15725,2022-02-24,-0.068078113,-0.009741542,-0.010205184,21,100
Market-Adjusted Model,15726,2022-02-24,-0.059356788,-0.001734233,-0.00148386,21,100
Market-Adjusted Model,15729,2022-02-24,0.1982248521,0.2534605412,0.2560977806,21,100
Market-Adjusted Model,15731,2022-02-24,-0.011520737,0.0467729294,0.0463521912,21,100
